,game,model,experiment,episode,metric,value
401,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Played,1.0
402,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Played,1.0
403,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Played,1.0
404,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Played,1.0
405,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Played,1.0
406,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Played,1.0
407,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Played,1.0
408,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Played,1.0
409,sp_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Played,1.0
410,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Played,1.0
411,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Played,1.0
412,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Played,1.0
413,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Played,1.0
414,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Played,1.0
415,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Played,1.0
416,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Played,1.0
417,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Played,1.0
418,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Played,1.0
419,sp_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Played,1.0
